experiment,amountpeople,match,iPhone
221,10000,3,3
222,10000,0,0
223,10000,0,0
224,10000,7,2
225,10000,0,0
226,10000,11,11
227,10000,7,3
228,10000,1,1
229,10000,5,3
230,10000,4,4
231,10000,2,1
232,10000,1,0
233,10000,4,1
234,10000,3,0
235,10000,3,0
236,10000,0,0
237,10000,6,6
238,10000,5,3
239,10000,2,0
240,10000,7,7
241,10000,5,1
242,10000,0,0
243,10000,24,7
244,10000,2,1
245,10000,10,3
246,10000,0,0
247,10000,0,0
248,10000,15,15
249,10000,14,14
250,10000,8,1
251,10000,4,1
252,10000,1,0
253,10000,1,1
254,10000,1,0
255,10000,7,4
256,10000,0,0
257,10000,18,6
258,10000,1,1
259,10000,0,0
260,10000,2,1
261,10000,11,11
262,10000,5,5
263,10000,1,1
264,10000,5,3
265,10000,4,4
266,10000,4,1
267,10000,10,10
268,10000,0,0
269,10000,0,0
270,10000,0,0
271,10000,20,12
272,10000,11,5
273,10000,3,0
274,10000,30,30
275,10000,0,0
276,10000,6,6
277,10000,0,0
278,10000,7,3
279,10000,17,17
280,10000,0,0
281,10000,6,6
282,10000,0,0
283,10000,6,6
284,10000,0,0
285,10000,0,0
286,10000,0,0
287,10000,2,2
288,10000,9,2
289,10000,1,1
290,10000,0,0
291,10000,15,7
292,10000,1,1
293,10000,23,23
294,10000,3,2
295,10000,5,3
296,10000,4,0
297,10000,16,5
298,10000,15,8
299,10000,1,0
300,10000,5,4
301,10000,28,11
302,10000,1,0
303,10000,2,1
304,10000,3,1
305,10000,0,0
306,10000,0,0
307,10000,5,1
308,10000,8,8
309,10000,0,0
310,10000,11,3
311,10000,2,2
312,10000,12,12
313,10000,18,18
314,10000,2,1
315,10000,2,1
316,10000,8,8
317,10000,4,4
318,10000,0,0
319,10000,0,0
320,10000,1,1
321,10000,10,10
322,10000,5,3
323,10000,0,0
324,10000,8,8
325,10000,25,7
326,10000,2,2
327,10000,12,4
328,10000,0,0
329,10000,2,1
330,10000,1,0
331,10000,6,2
332,10000,0,0
333,10000,13,1
334,10000,39,20
335,10000,10,2
336,10000,11,4
337,10000,4,3
338,10000,2,0
339,10000,11,11
340,10000,8,2
341,10000,1,0
342,10000,5,5
343,10000,0,0
344,10000,3,1
345,10000,11,3
346,10000,10,5
347,10000,14,3
348,10000,4,2
349,10000,3,1
350,10000,8,1
351,10000,1,0
352,10000,0,0
353,10000,8,8
354,10000,8,4
355,10000,6,4
356,10000,7,7
357,10000,4,4
358,10000,5,3
359,10000,4,1
360,10000,2,2
361,10000,0,0
362,10000,0,0
363,10000,5,0
364,10000,0,0
365,10000,2,2
366,10000,0,0
367,10000,0,0
368,10000,0,0
369,10000,1,1
370,10000,6,0
371,10000,0,0
372,10000,0,0
373,10000,0,0
374,10000,0,0
375,10000,3,1
376,10000,0,0
377,10000,16,8
378,10000,0,0
379,10000,5,0
380,10000,0,0
381,10000,0,0
382,10000,11,4
383,10000,14,14
384,10000,11,4
385,10000,5,2
386,10000,9,9
387,10000,3,3
388,10000,1,1
389,10000,0,0
390,10000,2,1
391,10000,1,1
392,10000,1,1
393,10000,6,6
394,10000,0,0
395,10000,4,2
396,10000,9,5
397,10000,2,2
398,10000,0,0
399,10000,4,1
400,10000,0,0
401,10000,16,5
402,10000,4,4
403,10000,0,0
404,10000,18,18
405,10000,11,5
406,10000,4,3
407,10000,2,1
408,10000,0,0
409,10000,0,0
410,10000,0,0
411,10000,10,5
412,10000,2,2
413,10000,1,1
414,10000,1,1
415,10000,0,0
416,10000,1,1
417,10000,12,12
418,10000,3,3
419,10000,16,7
420,10000,4,4
421,10000,2,2
422,10000,1,1
423,10000,1,0
424,10000,3,1
425,10000,17,4
426,10000,0,0
427,10000,11,11
428,10000,0,0
429,10000,20,8
430,10000,6,2
431,10000,1,1
432,10000,6,2
433,10000,18,6
434,10000,0,0
435,10000,13,13
436,10000,9,2
437,10000,25,16
438,10000,2,2
439,10000,4,0
440,10000,13,7
441,10000,10,4
442,10000,4,1
443,10000,4,4
444,10000,19,7
445,10000,30,12
446,10000,11,11
447,10000,4,4
448,10000,3,1
449,10000,0,0
450,10000,0,0
451,10000,0,0
452,10000,5,1
453,10000,0,0
454,10000,0,0
455,10000,9,4
456,10000,1,1
457,10000,16,16
458,10000,3,3
459,10000,0,0
460,10000,3,3
461,10000,0,0
462,10000,4,1
463,10000,11,5
464,10000,9,5
465,10000,5,5
466,10000,5,2
467,10000,30,11
468,10000,1,1
469,10000,1,0
470,10000,4,4
471,10000,22,7
472,10000,4,2
473,10000,3,3
474,10000,0,0
475,10000,9,9
476,10000,12,12
477,10000,0,0
478,10000,3,3
479,10000,0,0
480,10000,20,20
481,10000,3,3
482,10000,3,2
483,10000,2,0
484,10000,15,4
485,10000,8,2
486,10000,17,17
487,10000,1,1
488,10000,0,0
489,10000,4,1
490,10000,6,2
491,10000,3,3
492,10000,0,0
493,10000,1,0
494,10000,0,0
495,10000,1,0
496,10000,2,2
497,10000,0,0
498,10000,0,0
499,10000,5,5
500,10000,0,0
501,10000,2,0
502,10000,0,0
503,10000,0,0
504,10000,3,0
505,10000,1,0
506,10000,1,0
507,10000,0,0
508,10000,0,0
509,10000,1,0
510,10000,1,1
511,10000,5,2
512,10000,0,0
513,10000,1,1
514,10000,12,4
515,10000,4,2
516,10000,7,3
517,10000,1,0
518,10000,8,4
519,10000,33,16
520,10000,3,0
521,10000,0,0
522,10000,0,0
523,10000,2,2
524,10000,1,1
525,10000,0,0
526,10000,26,8
527,10000,3,3
528,10000,0,0
529,10000,16,16
530,10000,3,1
531,10000,19,5
532,10000,2,2
533,10000,19,7
534,10000,12,12
535,10000,0,0
536,10000,1,1
537,10000,13,13
538,10000,0,0
539,10000,3,3
540,10000,7,7
541,10000,2,1
542,10000,12,6
543,10000,12,2
544,10000,1,1
545,10000,15,3
546,10000,2,0
547,10000,1,1
548,10000,0,0
549,10000,1,1
550,10000,15,7
551,10000,1,1
552,10000,3,1
553,10000,1,0
554,10000,2,1
555,10000,18,5
556,10000,19,9
557,10000,19,10
558,10000,15,6
559,10000,7,3
560,10000,3,3
561,10000,1,1
562,10000,26,10
563,10000,22,15
564,10000,0,0
565,10000,12,4
566,10000,3,3
567,10000,8,3
568,10000,2,0
569,10000,7,3
570,10000,29,16
571,10000,9,2
572,10000,1,0
573,10000,2,2
574,10000,38,13
575,10000,0,0
576,10000,13,13
577,10000,1,0
578,10000,4,1
579,10000,0,0
580,10000,15,2
581,10000,14,14
582,10000,1,1
583,10000,1,0
584,10000,9,9
585,10000,1,0
586,10000,0,0
587,10000,1,0
588,10000,18,6
589,10000,6,3
590,10000,0,0
591,10000,4,1
592,10000,3,3
593,10000,3,1
594,10000,3,3
595,10000,5,3
596,10000,0,0
597,10000,1,1
598,10000,8,3
599,10000,14,5
600,10000,1,1
601,10000,5,5
602,10000,12,5
603,10000,4,4
604,10000,1,1
605,10000,8,5
606,10000,0,0
607,10000,9,9
608,10000,0,0
609,10000,2,2
610,10000,2,1
611,10000,8,2
612,10000,9,6
613,10000,0,0
614,10000,20,7
615,10000,3,0
616,10000,6,0
617,10000,3,0
618,10000,2,2
619,10000,1,1
620,10000,2,2
621,10000,8,3
622,10000,0,0
623,10000,2,2
624,10000,1,1
625,10000,1,1
626,10000,4,1
627,10000,0,0
628,10000,0,0
629,10000,1,0
630,10000,8,4
631,10000,14,14
632,10000,0,0
633,10000,18,12
634,10000,0,0
635,10000,0,0
636,10000,22,6
637,10000,1,1
638,10000,2,1
639,10000,1,1
640,10000,2,0
641,10000,0,0
642,10000,0,0
643,10000,0,0
644,10000,1,1
645,10000,2,1
646,10000,3,3
647,10000,7,3
648,10000,0,0
649,10000,0,0
650,10000,18,18
651,10000,1,0
652,10000,8,3
653,10000,9,6
654,10000,0,0
655,10000,3,1
656,10000,10,3
657,10000,0,0
658,10000,0,0
659,10000,7,1
660,10000,4,1
661,10000,3,2
662,10000,7,1
663,10000,11,4
664,10000,1,1
665,10000,0,0
666,10000,0,0
667,10000,27,10
668,10000,16,16
669,10000,14,14
670,10000,2,0
671,10000,1,1
672,10000,3,1
673,10000,33,8
674,10000,6,6
675,10000,3,1
676,10000,9,4
677,10000,0,0
678,10000,5,3
679,10000,2,1
680,10000,0,0
681,10000,1,0
682,10000,2,2
683,10000,17,17
684,10000,11,11
685,10000,1,1
686,10000,22,5
687,10000,1,0
688,10000,0,0
689,10000,3,1
690,10000,0,0
691,10000,3,2
692,10000,11,4
693,10000,1,1
694,10000,13,13
695,10000,0,0
696,10000,0,0
697,10000,3,1
698,10000,4,4
699,10000,2,2
700,10000,22,10
701,10000,0,0
702,10000,4,4
703,10000,3,3
704,10000,1,1
705,10000,1,1
706,10000,4,1
707,10000,5,5
708,10000,2,2
709,10000,0,0
710,10000,2,2
711,10000,0,0
712,10000,1,0
713,10000,0,0
714,10000,0,0
715,10000,1,1
716,10000,1,1
717,10000,0,0
718,10000,0,0
719,10000,0,0
720,10000,10,10
721,10000,8,8
722,10000,18,4
723,10000,0,0
724,10000,0,0
725,10000,15,3
726,10000,0,0
727,10000,5,2
728,10000,0,0
729,10000,0,0
730,10000,1,0
731,10000,3,2
732,10000,20,20
733,10000,0,0
734,10000,3,3
735,10000,0,0
736,10000,4,2
737,10000,2,2
738,10000,2,2
739,10000,2,2
740,10000,3,1
741,10000,0,0
742,10000,2,0
743,10000,1,1
744,10000,13,13
745,10000,11,4
746,10000,0,0
747,10000,2,1
748,10000,24,7
749,10000,2,2
750,10000,5,0
751,10000,7,3
752,10000,0,0
753,10000,9,2
754,10000,0,0
755,10000,11,11
756,10000,5,1
757,10000,1,0
758,10000,9,9
759,10000,44,16
760,10000,0,0
761,10000,4,4
762,10000,9,3
763,10000,6,2
764,10000,1,1
765,10000,0,0
766,10000,14,6
767,10000,3,1
768,10000,1,0
769,10000,2,2
770,10000,0,0
771,10000,0,0
772,10000,8,8
773,10000,1,1
774,10000,0,0
775,10000,22,22
776,10000,17,7
777,10000,3,1
778,10000,3,1
779,10000,3,2
780,10000,9,4
781,10000,7,4
782,10000,1,1
783,10000,8,8
784,10000,2,2
785,10000,10,2
786,10000,4,3
787,10000,2,2
788,10000,17,5
789,10000,4,1
790,10000,3,0
791,10000,0,0
792,10000,1,1
793,10000,0,0
794,10000,7,1
795,10000,2,1
796,10000,0,0
797,10000,1,1
798,10000,30,30
799,10000,1,1
800,10000,3,1
801,10000,15,6
802,10000,2,2
803,10000,1,0
804,10000,1,0
805,10000,10,10
806,10000,0,0
807,10000,1,0
808,10000,4,0
809,10000,2,2
810,10000,0,0
811,10000,24,4
812,10000,4,1
813,10000,4,4
814,10000,4,4
815,10000,4,1
816,10000,6,6
817,10000,26,9
818,10000,1,0
819,10000,2,1
820,10000,0,0
821,10000,2,2
822,10000,6,1
823,10000,5,2
824,10000,3,1
825,10000,1,1
826,10000,10,10
827,10000,3,0
828,10000,27,7
829,10000,5,0
830,10000,9,1
831,10000,6,3
832,10000,2,1
833,10000,8,3
834,10000,0,0
835,10000,8,4
836,10000,1,0
837,10000,0,0
838,10000,2,1
839,10000,0,0
840,10000,3,3
841,10000,0,0
842,10000,33,12
843,10000,15,8
844,10000,3,0
845,10000,8,3
846,10000,16,5
847,10000,0,0
848,10000,1,1
849,10000,36,14
850,10000,0,0
851,10000,8,6
852,10000,2,0
853,10000,10,10
854,10000,12,5
855,10000,21,9
856,10000,4,4
857,10000,20,20
858,10000,4,1
859,10000,1,0
860,10000,8,5
861,10000,4,4
862,10000,1,1
863,10000,0,0
864,10000,2,2
865,10000,21,21
866,10000,1,1
867,10000,1,0
868,10000,0,0
869,10000,9,6
870,10000,0,0
871,10000,34,8
872,10000,4,0
873,10000,16,16
874,10000,0,0
875,10000,10,10
876,10000,11,3
877,10000,26,26
878,10000,3,0
879,10000,18,8
880,10000,0,0
881,10000,0,0
882,10000,14,9
883,10000,0,0
884,10000,9,2
885,10000,12,5
886,10000,22,12
887,10000,0,0
888,10000,2,2
889,10000,4,1
890,10000,3,2
891,10000,10,4
892,10000,9,2
893,10000,27,27
894,10000,0,0
895,10000,0,0
896,10000,0,0
897,10000,0,0
898,10000,10,3
899,10000,0,0
900,10000,1,0
901,10000,0,0
902,10000,4,1
903,10000,9,0
904,10000,1,0
905,10000,3,0
906,10000,21,9
907,10000,0,0
908,10000,13,13
909,10000,3,2
910,10000,0,0
911,10000,1,0
912,10000,9,9
913,10000,0,0
914,10000,12,12
915,10000,9,9
916,10000,0,0
917,10000,6,6
918,10000,6,3
919,10000,4,1
920,10000,0,0
921,10000,0,0
922,10000,5,5
923,10000,26,26
924,10000,0,0
925,10000,3,1
926,10000,1,0
927,10000,0,0
928,10000,3,3
929,10000,29,11
930,10000,5,5
931,10000,11,5
932,10000,5,5
933,10000,0,0
934,10000,15,6
935,10000,12,12
936,10000,3,0
937,10000,22,22
938,10000,39,39
939,10000,6,2
940,10000,7,3
941,10000,1,0
942,10000,5,5
943,10000,0,0
944,10000,0,0
945,10000,15,6
946,10000,5,2
947,10000,5,2
948,10000,1,1
949,10000,5,4
950,10000,0,0
951,10000,5,5
952,10000,3,3
953,10000,1,0
954,10000,2,1
955,10000,6,3
956,10000,0,0
957,10000,10,2
958,10000,7,1
959,10000,13,7
960,10000,1,1
961,10000,3,2
962,10000,1,1
963,10000,11,11
964,10000,6,2
965,10000,17,8
966,10000,0,0
967,10000,9,4
968,10000,13,4
969,10000,41,21
970,10000,0,0
971,10000,4,4
972,10000,0,0
973,10000,7,7
974,10000,1,0
975,10000,0,0
976,10000,3,3
977,10000,2,2
978,10000,2,2
979,10000,1,0
980,10000,4,0
981,10000,25,25
982,10000,0,0
983,10000,7,2
984,10000,1,0
985,10000,0,0
986,10000,6,1
987,10000,0,0
988,10000,1,1
989,10000,4,1
990,10000,0,0
991,10000,0,0
992,10000,31,21
993,10000,0,0
994,10000,2,2
995,10000,0,0
996,10000,1,0
997,10000,16,16
998,10000,0,0
999,10000,2,0
1000,10000,9,3
1001,10000,3,1
1002,10000,9,3
1003,10000,2,2
1004,10000,6,4
1005,10000,0,0
1006,10000,0,0
1007,10000,18,7
1008,10000,14,14
1009,10000,6,1
1010,10000,17,6
1011,10000,7,1
1012,10000,1,1
1013,10000,9,7
1014,10000,1,1
1015,10000,1,0
1016,10000,9,2
1017,10000,8,8
1018,10000,18,10
1019,10000,10,4
1020,10000,28,9
1021,10000,2,0
1022,10000,3,3
1023,10000,0,0
1024,10000,4,4
1025,10000,8,8
1026,10000,2,1
1027,10000,3,3
1028,10000,0,0
1029,10000,0,0
1030,10000,0,0
1031,10000,2,1
1032,10000,3,3
1033,10000,11,11
1034,10000,3,0
1035,10000,0,0
1036,10000,5,0
1037,10000,2,0
1038,10000,7,4
1039,10000,0,0
1040,10000,5,5
1041,10000,1,1
1042,10000,1,0
1043,10000,13,13
1044,10000,1,0
1045,10000,0,0
1046,10000,0,0
1047,10000,0,0
1048,10000,1,0
1049,10000,10,10
1050,10000,2,2
1051,10000,0,0
1052,10000,1,1
1053,10000,0,0
1054,10000,5,3
1055,10000,1,0
1056,10000,4,4
1057,10000,7,7
1058,10000,10,10
1059,10000,13,5
1060,10000,2,2
1061,10000,3,1
1062,10000,2,0
1063,10000,0,0
1064,10000,0,0
1065,10000,2,1
1066,10000,0,0
1067,10000,0,0
1068,10000,0,0
1069,10000,10,10
1070,10000,17,17
1071,10000,0,0
1072,10000,4,4
1073,10000,21,6
1074,10000,7,3
1075,10000,8,3
1076,10000,5,5
1077,10000,40,16
1078,10000,12,5
1079,10000,15,8
1080,10000,21,8
1081,10000,7,1
1082,10000,0,0
1083,10000,12,12
1084,10000,2,0
1085,10000,9,1
1086,10000,1,1
1087,10000,0,0
1088,10000,5,3
1089,10000,5,5
1090,10000,6,2
1091,10000,4,2
1092,10000,1,1
1093,10000,0,0
1094,10000,12,12
1095,10000,8,8
1096,10000,4,4
1097,10000,1,1
1098,10000,0,0
1099,10000,6,2
1100,10000,4,3
1101,10000,0,0
1102,10000,24,10
1103,10000,5,1
1104,10000,8,4
1105,10000,1,0
1106,10000,2,2
1107,10000,6,6
1108,10000,3,0
1109,10000,6,2
1110,10000,2,2
1111,10000,5,5
1112,10000,25,11
1113,10000,0,0
1114,10000,0,0
1115,10000,1,0
1116,10000,1,1
1117,10000,3,1
1118,10000,1,0
1119,10000,16,3
1120,10000,10,10
1121,10000,0,0
1122,10000,2,2
1123,10000,12,12
1124,10000,9,9
1125,10000,5,2
1126,10000,12,5
1127,10000,0,0
1128,10000,3,3
1129,10000,8,0
1130,10000,2,0
1131,10000,2,2
1132,10000,4,1
1133,10000,13,13
1134,10000,5,2
1135,10000,1,1
1136,10000,1,1
1137,10000,12,1
1138,10000,10,10
1139,10000,26,9
1140,10000,2,0
1141,10000,24,24
1142,10000,1,1
1143,10000,22,11
1144,10000,9,9
1145,10000,27,9
1146,10000,8,1
1147,10000,8,8
1148,10000,3,1
1149,10000,17,3
1150,10000,0,0
1151,10000,5,2
1152,10000,0,0
1153,10000,0,0
1154,10000,3,0
1155,10000,0,0
1156,10000,3,1
1157,10000,2,2
1158,10000,0,0
1159,10000,2,2
1160,10000,2,2
1161,10000,11,6
1162,10000,27,8
1163,10000,0,0
1164,10000,4,2
1165,10000,14,3
1166,10000,2,2
1167,10000,2,1
1168,10000,1,1
1169,10000,0,0
1170,10000,2,2
1171,10000,0,0
1172,10000,0,0
1173,10000,2,1
1174,10000,4,4
1175,10000,2,2
1176,10000,1,1
1177,10000,4,4
1178,10000,4,3
1179,10000,1,1
1180,10000,1,1
1181,10000,0,0
1182,10000,1,1
1183,10000,5,1
1184,10000,1,1
1185,10000,4,4
1186,10000,0,0
1187,10000,0,0
1188,10000,0,0
1189,10000,1,1
1190,10000,0,0
1191,10000,26,26
1192,10000,18,10
1193,10000,0,0
1194,10000,2,0
1195,10000,6,4
1196,10000,22,10
1197,10000,1,1
1198,10000,0,0
1199,10000,6,2
1200,10000,12,10
1201,10000,4,4
1202,10000,2,1
1203,10000,15,3
1204,10000,3,1
1205,10000,12,5
1206,10000,0,0
1207,10000,4,2
1208,10000,5,0
1209,10000,22,22
1210,10000,1,1
1211,10000,8,3
1212,10000,12,12
1213,10000,0,0
1214,10000,0,0
1215,10000,14,6
1216,10000,5,5
1217,10000,17,17
1218,10000,0,0
1219,10000,3,3
1220,10000,0,0
1221,10000,2,0
1222,10000,6,6
1223,10000,10,5
1224,10000,28,14
1225,10000,6,3
1226,10000,11,11
1227,10000,1,1
1228,10000,15,15
1229,10000,0,0
1230,10000,2,1
1231,10000,12,5
1232,10000,3,3
1233,10000,3,1
1234,10000,0,0
1235,10000,2,0
1236,10000,1,1
1237,10000,0,0
1238,10000,6,4
1239,10000,16,6
1240,10000,0,0
1241,10000,5,2
1242,10000,1,1
1243,10000,6,6
1244,10000,1,0
1245,10000,8,5
1246,10000,18,18
1247,10000,22,22
1248,10000,4,0
1249,10000,14,14
1250,10000,0,0
1251,10000,4,2
1252,10000,0,0
1253,10000,1,1
1254,10000,0,0
1255,10000,5,2
1256,10000,27,8
1257,10000,1,1
1258,10000,2,1
1259,10000,24,24
1260,10000,0,0
1261,10000,0,0
1262,10000,19,4
1263,10000,9,9
1264,10000,3,3
1265,10000,7,2
1266,10000,3,2
1267,10000,0,0
1268,10000,3,3
1269,10000,6,2
1270,10000,19,9
1271,10000,0,0
1272,10000,1,1
1273,10000,0,0
1274,10000,0,0
1275,10000,13,9
1276,10000,2,2
1277,10000,2,0
1278,10000,12,12
1279,10000,1,1
1280,10000,1,1
1281,10000,3,3
1282,10000,14,4
1283,10000,7,4
1284,10000,0,0
1285,10000,11,11
1286,10000,9,3
1287,10000,1,1
1288,10000,3,1
1289,10000,1,1
1290,10000,9,4
1291,10000,5,2
1292,10000,0,0
1293,10000,1,1
1294,10000,6,1
1295,10000,0,0
1296,10000,10,4
1297,10000,0,0
1298,10000,0,0
1299,10000,0,0
1300,10000,5,1
1301,10000,2,2
1302,10000,1,0
1303,10000,1,1
1304,10000,6,3
1305,10000,4,1
1306,10000,9,9
1307,10000,1,0
1308,10000,0,0
1309,10000,4,4
1310,10000,1,0
1311,10000,0,0
1312,10000,0,0
1313,10000,0,0
1314,10000,3,3
1315,10000,20,20
1316,10000,3,0
1317,10000,2,0
1318,10000,1,1
1319,10000,10,1
1320,10000,13,13
1321,10000,4,1
1322,10000,3,1
1323,10000,1,1
1324,10000,3,3
1325,10000,1,1
1326,10000,2,2
1327,10000,3,3
1328,10000,6,2
1329,10000,1,0
1330,10000,20,4
1331,10000,0,0
1332,10000,6,3
1333,10000,5,4
1334,10000,3,2
1335,10000,0,0
1336,10000,1,0
1337,10000,2,2
1338,10000,0,0
1339,10000,1,1
1340,10000,1,0
1341,10000,2,0
1342,10000,0,0
1343,10000,0,0
1344,10000,26,26
1345,10000,5,2
1346,10000,8,3
1347,10000,2,1
1348,10000,12,12
1349,10000,1,1
1350,10000,18,18
1351,10000,0,0
1352,10000,2,2
1353,10000,17,17
1354,10000,1,0
1355,10000,6,5
1356,10000,0,0
1357,10000,3,1
1358,10000,3,1
1359,10000,0,0
1360,10000,3,0
1361,10000,8,5
1362,10000,2,0
1363,10000,10,10
1364,10000,15,6
1365,10000,0,0
1366,10000,0,0
1367,10000,13,13
1368,10000,5,5
1369,10000,18,18
1370,10000,0,0
1371,10000,0,0
1372,10000,5,5
1373,10000,10,4
1374,10000,10,10
1375,10000,44,14
1376,10000,1,0
1377,10000,3,0
1378,10000,10,6
1379,10000,3,3
1380,10000,2,2
1381,10000,7,1
1382,10000,9,1
1383,10000,1,1
1384,10000,0,0
1385,10000,0,0
1386,10000,0,0
1387,10000,0,0
1388,10000,6,3
1389,10000,2,1
1390,10000,1,0
1391,10000,0,0
1392,10000,2,1
1393,10000,0,0
1394,10000,2,1
1395,10000,4,2
1396,10000,13,6
1397,10000,24,11
1398,10000,1,1
1399,10000,1,1
1400,10000,1,1
1401,10000,7,7
1402,10000,1,1
1403,10000,10,4
1404,10000,30,8
1405,10000,1,1
1406,10000,22,8
1407,10000,32,32
1408,10000,5,5
1409,10000,1,0
1410,10000,2,1
1411,10000,4,1
1412,10000,0,0
1413,10000,0,0
1414,10000,1,0
1415,10000,1,1
1416,10000,6,2
1417,10000,7,7
1418,10000,8,3
1419,10000,7,7
1420,10000,1,0
1421,10000,0,0
1422,10000,3,3
1423,10000,9,7
1424,10000,1,1
1425,10000,9,4
1426,10000,2,2
1427,10000,20,7
1428,10000,8,3
1429,10000,10,5
1430,10000,5,2
1431,10000,24,24
1432,10000,2,1
1433,10000,1,1
1434,10000,0,0
1435,10000,1,0
1436,10000,1,1
1437,10000,2,0
1438,10000,0,0
1439,10000,36,12
1440,10000,7,3
1441,10000,0,0
1442,10000,11,11
1443,10000,4,2
1444,10000,6,1
1445,10000,8,8
1446,10000,1,1
1447,10000,13,4
1448,10000,11,11
1449,10000,2,2
1450,10000,0,0
1451,10000,15,15
1452,10000,0,0
1453,10000,11,11
1454,10000,3,1
1455,10000,0,0
1456,10000,3,3
1457,10000,8,0
1458,10000,0,0
1459,10000,0,0
1460,10000,2,2
1461,10000,1,0
1462,10000,10,4
1463,10000,20,6
1464,10000,1,0
1465,10000,1,1
1466,10000,3,3
1467,10000,11,5
1468,10000,0,0
1469,10000,7,2
1470,10000,1,1
1471,10000,0,0
1472,10000,2,0
1473,10000,2,0
1474,10000,3,0
1475,10000,2,2
1476,10000,1,1
1477,10000,10,2
1478,10000,0,0
1479,10000,0,0
1480,10000,7,4
1481,10000,1,1
1482,10000,0,0
1483,10000,20,20
1484,10000,0,0
1485,10000,2,0
1486,10000,3,3
1487,10000,1,1
1488,10000,15,5
1489,10000,3,3
1490,10000,0,0
1491,10000,4,1
1492,10000,0,0
1493,10000,2,1
1494,10000,3,2
1495,10000,0,0
