experiment,amountpeople,match,iPhone
370,10000,2,1
371,10000,19,19
372,10000,2,2
373,10000,39,17
374,10000,14,14
375,10000,14,14
376,10000,15,8
377,10000,16,16
378,10000,6,1
379,10000,17,5
380,10000,4,4
381,10000,18,8
382,10000,16,8
383,10000,22,22
384,10000,1,1
385,10000,18,2
386,10000,39,13
387,10000,20,9
388,10000,6,6
389,10000,46,14
390,10000,31,31
391,10000,20,20
392,10000,20,5
393,10000,3,3
394,10000,11,2
395,10000,23,10
396,10000,25,7
397,10000,28,12
398,10000,1,1
399,10000,42,42
400,10000,85,85
401,10000,124,39
402,10000,0,0
403,10000,53,22
404,10000,2,1
405,10000,1,0
406,10000,5,5
407,10000,14,4
408,10000,13,5
409,10000,13,5
410,10000,0,0
411,10000,6,6
412,10000,32,9
413,10000,10,10
414,10000,0,0
415,10000,0,0
416,10000,3,1
417,10000,3,2
418,10000,69,69
419,10000,16,11
420,10000,4,4
421,10000,26,11
422,10000,6,2
423,10000,79,30
424,10000,15,4
425,10000,21,11
426,10000,21,8
427,10000,4,1
428,10000,0,0
429,10000,13,13
430,10000,52,19
431,10000,46,22
432,10000,0,0
433,10000,4,0
434,10000,1,1
435,10000,26,9
436,10000,5,5
437,10000,0,0
438,10000,22,11
439,10000,22,22
440,10000,13,13
441,10000,28,9
442,10000,78,35
443,10000,25,8
444,10000,19,7
445,10000,2,2
446,10000,34,34
447,10000,4,3
448,10000,5,5
449,10000,116,41
450,10000,50,50
451,10000,26,26
452,10000,86,33
453,10000,36,36
454,10000,45,17
455,10000,21,21
456,10000,52,27
457,10000,0,0
458,10000,48,48
459,10000,20,20
460,10000,91,91
461,10000,19,8
462,10000,4,4
463,10000,7,7
464,10000,53,53
465,10000,15,15
466,10000,0,0
467,10000,55,55
468,10000,3,2
469,10000,63,20
470,10000,2,0
471,10000,52,25
472,10000,37,10
473,10000,4,4
474,10000,3,0
475,10000,52,19
476,10000,16,6
477,10000,7,3
478,10000,7,7
479,10000,8,8
480,10000,0,0
481,10000,9,3
482,10000,1,1
483,10000,0,0
484,10000,106,41
485,10000,2,0
486,10000,7,7
487,10000,27,6
488,10000,21,6
489,10000,30,30
490,10000,16,16
491,10000,0,0
492,10000,1,1
493,10000,27,8
494,10000,8,8
495,10000,7,4
496,10000,2,1
497,10000,7,7
498,10000,2,1
499,10000,13,13
500,10000,3,3
501,10000,43,18
502,10000,4,0
503,10000,0,0
504,10000,0,0
505,10000,4,1
506,10000,0,0
507,10000,9,3
508,10000,6,4
509,10000,2,2
510,10000,2,0
511,10000,45,45
512,10000,1,0
513,10000,30,30
514,10000,3,1
515,10000,15,5
516,10000,7,2
517,10000,14,14
518,10000,14,14
519,10000,13,3
520,10000,5,5
521,10000,6,3
522,10000,3,0
523,10000,54,21
524,10000,22,6
525,10000,54,54
526,10000,13,6
527,10000,6,6
528,10000,15,15
529,10000,42,17
530,10000,39,8
531,10000,10,6
532,10000,4,4
533,10000,6,3
534,10000,1,1
535,10000,15,7
536,10000,17,6
537,10000,5,5
538,10000,14,2
539,10000,0,0
540,10000,19,5
541,10000,16,6
542,10000,0,0
543,10000,15,15
544,10000,4,4
545,10000,30,30
546,10000,5,5
547,10000,8,3
548,10000,1,0
549,10000,49,49
550,10000,5,1
551,10000,14,4
552,10000,114,47
553,10000,4,1
554,10000,28,28
555,10000,1,0
556,10000,10,2
557,10000,2,2
558,10000,44,15
559,10000,0,0
560,10000,13,7
561,10000,4,3
562,10000,27,8
563,10000,51,51
564,10000,27,8
565,10000,15,15
566,10000,19,19
567,10000,82,28
568,10000,0,0
569,10000,4,4
570,10000,13,13
571,10000,5,5
572,10000,49,17
573,10000,1,0
574,10000,12,3
575,10000,24,24
576,10000,98,33
577,10000,1,0
578,10000,7,2
579,10000,13,3
580,10000,6,3
581,10000,4,0
582,10000,20,6
583,10000,66,66
584,10000,1,1
585,10000,10,2
586,10000,17,6
587,10000,17,17
588,10000,13,3
589,10000,36,36
590,10000,6,0
591,10000,18,5
592,10000,13,7
593,10000,4,2
594,10000,42,42
595,10000,0,0
596,10000,19,19
597,10000,4,2
598,10000,8,3
599,10000,21,21
600,10000,16,16
601,10000,47,47
602,10000,11,11
603,10000,0,0
604,10000,3,0
605,10000,68,26
606,10000,4,2
607,10000,17,17
608,10000,16,8
609,10000,18,5
610,10000,7,7
611,10000,18,18
612,10000,124,45
613,10000,2,0
614,10000,51,51
615,10000,13,3
616,10000,0,0
617,10000,9,9
618,10000,26,9
619,10000,25,25
620,10000,10,4
621,10000,9,9
622,10000,4,4
623,10000,0,0
624,10000,2,2
625,10000,0,0
626,10000,23,23
627,10000,53,53
628,10000,16,9
629,10000,1,1
630,10000,6,4
631,10000,9,9
632,10000,31,12
633,10000,1,0
634,10000,10,10
635,10000,6,3
636,10000,28,12
637,10000,11,11
638,10000,22,11
639,10000,7,7
640,10000,3,3
641,10000,27,27
642,10000,13,7
643,10000,18,18
644,10000,9,9
645,10000,46,14
646,10000,97,34
647,10000,30,11
648,10000,5,1
649,10000,1,0
650,10000,13,13
651,10000,4,4
652,10000,7,2
653,10000,6,1
654,10000,5,3
655,10000,4,4
656,10000,11,11
657,10000,10,10
658,10000,8,3
659,10000,85,85
660,10000,53,20
661,10000,14,5
662,10000,17,8
663,10000,15,9
664,10000,17,4
665,10000,12,5
666,10000,8,3
667,10000,53,18
668,10000,19,7
669,10000,100,44
670,10000,63,28
671,10000,10,2
672,10000,13,2
673,10000,9,9
674,10000,4,2
675,10000,10,5
676,10000,10,10
677,10000,19,19
678,10000,20,20
679,10000,3,0
680,10000,5,2
681,10000,2,0
682,10000,2,2
683,10000,67,29
684,10000,44,15
685,10000,60,60
686,10000,1,1
687,10000,2,1
688,10000,23,23
689,10000,59,19
690,10000,11,4
691,10000,1,0
692,10000,5,2
693,10000,17,4
694,10000,22,11
695,10000,64,64
696,10000,0,0
697,10000,10,5
698,10000,67,67
699,10000,8,8
700,10000,4,3
701,10000,6,6
702,10000,1,0
703,10000,9,9
704,10000,3,2
705,10000,107,107
706,10000,74,28
707,10000,8,8
708,10000,3,3
709,10000,9,3
710,10000,0,0
711,10000,11,6
712,10000,4,3
713,10000,3,0
714,10000,5,2
715,10000,24,9
716,10000,10,10
717,10000,35,35
718,10000,14,14
719,10000,89,89
720,10000,14,7
721,10000,26,11
722,10000,38,20
723,10000,0,0
724,10000,7,7
725,10000,0,0
726,10000,5,5
727,10000,71,27
728,10000,11,3
729,10000,17,5
730,10000,19,7
731,10000,2,2
732,10000,10,3
733,10000,33,13
734,10000,3,2
735,10000,5,5
736,10000,9,9
737,10000,20,8
738,10000,22,6
739,10000,53,53
740,10000,7,4
741,10000,6,2
742,10000,102,36
743,10000,40,40
744,10000,32,32
745,10000,27,9
746,10000,79,28
747,10000,6,3
748,10000,1,1
749,10000,12,3
750,10000,23,23
751,10000,10,4
752,10000,94,38
753,10000,18,4
754,10000,21,21
755,10000,2,2
756,10000,16,16
757,10000,9,9
758,10000,12,4
759,10000,22,12
760,10000,7,2
761,10000,4,2
762,10000,57,21
763,10000,20,9
764,10000,19,6
765,10000,11,5
766,10000,2,1
767,10000,20,6
768,10000,1,0
769,10000,23,10
770,10000,5,2
771,10000,14,14
772,10000,1,1
773,10000,20,20
774,10000,28,10
775,10000,40,19
776,10000,8,4
777,10000,64,64
778,10000,18,9
779,10000,4,0
780,10000,37,13
781,10000,15,15
782,10000,88,88
783,10000,0,0
784,10000,14,3
785,10000,0,0
786,10000,1,1
787,10000,23,23
788,10000,15,8
789,10000,0,0
790,10000,84,84
791,10000,15,4
792,10000,12,12
793,10000,60,24
794,10000,6,2
795,10000,4,4
796,10000,18,18
797,10000,4,4
798,10000,1,1
799,10000,0,0
800,10000,37,37
801,10000,19,7
802,10000,4,2
803,10000,19,7
804,10000,9,9
805,10000,14,14
806,10000,32,32
807,10000,2,0
808,10000,5,1
809,10000,0,0
810,10000,61,61
811,10000,28,13
812,10000,6,6
813,10000,22,8
814,10000,36,36
815,10000,6,2
816,10000,3,3
817,10000,37,10
818,10000,8,3
819,10000,8,1
820,10000,17,17
821,10000,4,2
822,10000,0,0
823,10000,12,4
824,10000,0,0
825,10000,7,2
826,10000,4,4
827,10000,3,3
828,10000,3,3
829,10000,0,0
830,10000,0,0
831,10000,3,1
832,10000,7,7
833,10000,9,1
834,10000,5,2
835,10000,16,6
836,10000,6,2
837,10000,10,10
838,10000,67,67
839,10000,47,47
840,10000,13,3
841,10000,51,17
842,10000,1,0
843,10000,14,4
844,10000,0,0
845,10000,6,6
846,10000,29,12
847,10000,12,6
848,10000,24,9
849,10000,2,0
850,10000,13,3
851,10000,5,1
852,10000,76,30
853,10000,20,11
854,10000,6,6
855,10000,23,7
856,10000,2,0
857,10000,13,6
858,10000,7,3
859,10000,5,5
860,10000,2,1
861,10000,23,23
862,10000,1,1
863,10000,20,2
864,10000,17,6
865,10000,37,8
866,10000,26,26
867,10000,10,3
868,10000,10,3
869,10000,11,5
870,10000,45,24
871,10000,0,0
872,10000,5,5
873,10000,73,31
874,10000,2,0
875,10000,26,26
876,10000,3,3
877,10000,3,1
878,10000,16,16
879,10000,7,1
880,10000,23,23
881,10000,7,2
882,10000,56,56
883,10000,16,7
884,10000,20,8
885,10000,59,18
886,10000,44,44
887,10000,9,9
888,10000,45,45
889,10000,12,12
890,10000,69,21
891,10000,18,6
892,10000,34,34
893,10000,15,6
894,10000,29,9
895,10000,12,12
896,10000,97,30
897,10000,2,0
898,10000,4,1
899,10000,68,27
900,10000,16,6
901,10000,11,4
902,10000,20,7
903,10000,23,8
904,10000,6,2
905,10000,41,41
906,10000,19,19
907,10000,24,24
908,10000,2,2
909,10000,18,6
910,10000,24,12
911,10000,75,75
912,10000,2,1
913,10000,12,3
914,10000,10,3
915,10000,2,0
916,10000,1,0
917,10000,27,27
918,10000,32,18
919,10000,11,11
920,10000,7,3
921,10000,83,30
922,10000,0,0
923,10000,2,0
924,10000,10,10
925,10000,5,3
926,10000,35,16
927,10000,79,24
928,10000,15,2
929,10000,18,6
930,10000,7,1
931,10000,19,6
932,10000,0,0
933,10000,32,32
934,10000,9,9
935,10000,1,1
936,10000,25,6
937,10000,0,0
938,10000,55,19
939,10000,19,19
940,10000,6,2
941,10000,45,19
942,10000,55,28
943,10000,3,3
944,10000,4,1
945,10000,45,45
946,10000,9,4
947,10000,3,1
948,10000,14,6
949,10000,13,6
950,10000,1,0
951,10000,8,4
952,10000,3,1
953,10000,11,11
954,10000,16,8
955,10000,56,18
956,10000,15,6
957,10000,22,9
958,10000,51,25
959,10000,18,7
960,10000,5,1
961,10000,3,1
962,10000,31,11
963,10000,3,2
964,10000,1,0
965,10000,2,2
966,10000,7,7
967,10000,0,0
968,10000,106,41
969,10000,2,1
970,10000,2,0
971,10000,8,2
972,10000,9,3
973,10000,0,0
974,10000,54,54
975,10000,24,10
976,10000,3,2
977,10000,3,3
978,10000,69,29
979,10000,79,36
980,10000,93,93
981,10000,2,2
982,10000,1,1
983,10000,14,8
984,10000,0,0
985,10000,4,3
986,10000,3,2
987,10000,10,10
988,10000,5,1
989,10000,7,7
990,10000,3,1
991,10000,36,12
992,10000,16,16
993,10000,0,0
994,10000,5,3
995,10000,5,5
996,10000,32,10
997,10000,43,16
998,10000,17,17
999,10000,2,1
1000,10000,10,5
1001,10000,2,2
1002,10000,27,27
1003,10000,23,7
1004,10000,18,11
1005,10000,73,73
1006,10000,2,2
1007,10000,4,2
1008,10000,3,0
1009,10000,18,3
1010,10000,3,0
1011,10000,4,1
1012,10000,0,0
1013,10000,37,14
1014,10000,2,2
1015,10000,56,56
1016,10000,5,5
1017,10000,3,1
1018,10000,12,1
1019,10000,24,24
1020,10000,30,9
1021,10000,4,3
1022,10000,77,23
1023,10000,21,21
1024,10000,12,12
1025,10000,64,64
1026,10000,1,0
1027,10000,56,20
1028,10000,82,82
1029,10000,1,0
1030,10000,45,45
1031,10000,35,11
1032,10000,22,10
1033,10000,14,5
1034,10000,3,1
1035,10000,15,5
1036,10000,4,2
1037,10000,34,7
1038,10000,51,17
1039,10000,10,10
1040,10000,119,40
1041,10000,20,9
1042,10000,26,26
1043,10000,11,4
1044,10000,71,71
1045,10000,10,10
1046,10000,8,8
1047,10000,43,43
1048,10000,29,11
1049,10000,0,0
1050,10000,1,1
1051,10000,5,2
1052,10000,14,14
1053,10000,3,2
1054,10000,0,0
1055,10000,0,0
1056,10000,17,3
1057,10000,6,2
1058,10000,29,10
1059,10000,17,17
1060,10000,2,2
1061,10000,7,4
1062,10000,21,21
1063,10000,35,14
1064,10000,0,0
1065,10000,10,10
1066,10000,15,7
1067,10000,26,6
1068,10000,20,20
1069,10000,39,13
1070,10000,21,21
1071,10000,16,3
1072,10000,3,1
1073,10000,11,4
1074,10000,1,1
1075,10000,8,1
1076,10000,17,17
1077,10000,64,22
1078,10000,73,73
1079,10000,9,3
1080,10000,2,1
1081,10000,12,12
1082,10000,62,17
1083,10000,35,12
1084,10000,16,16
1085,10000,46,19
1086,10000,5,5
1087,10000,4,2
1088,10000,72,28
1089,10000,3,0
1090,10000,28,28
1091,10000,36,14
1092,10000,13,13
1093,10000,5,3
1094,10000,10,6
1095,10000,52,20
1096,10000,36,36
1097,10000,6,6
1098,10000,92,31
1099,10000,3,1
1100,10000,2,1
1101,10000,20,6
1102,10000,4,1
1103,10000,18,4
1104,10000,5,5
1105,10000,24,8
1106,10000,78,20
1107,10000,3,1
1108,10000,23,9
1109,10000,1,0
1110,10000,7,7
1111,10000,56,15
1112,10000,30,10
1113,10000,2,2
1114,10000,54,20
1115,10000,83,83
1116,10000,7,3
1117,10000,85,85
1118,10000,1,1
1119,10000,7,3
1120,10000,10,10
1121,10000,7,3
1122,10000,17,6
1123,10000,6,6
1124,10000,39,16
1125,10000,1,1
1126,10000,6,6
1127,10000,89,28
1128,10000,0,0
1129,10000,8,8
1130,10000,13,6
1131,10000,34,17
1132,10000,8,4
1133,10000,0,0
1134,10000,36,36
1135,10000,3,2
1136,10000,12,12
1137,10000,4,4
1138,10000,29,10
1139,10000,3,3
1140,10000,0,0
1141,10000,2,1
1142,10000,9,4
1143,10000,6,6
1144,10000,87,41
1145,10000,1,1
1146,10000,3,3
1147,10000,73,22
1148,10000,4,4
1149,10000,4,1
1150,10000,17,6
1151,10000,69,23
1152,10000,111,44
1153,10000,61,22
1154,10000,10,4
1155,10000,62,18
1156,10000,5,2
1157,10000,1,0
1158,10000,38,23
1159,10000,4,0
1160,10000,11,11
1161,10000,9,9
1162,10000,1,1
1163,10000,16,8
1164,10000,13,13
1165,10000,6,5
1166,10000,41,21
1167,10000,45,17
1168,10000,18,4
1169,10000,6,6
1170,10000,22,13
1171,10000,1,1
1172,10000,65,65
1173,10000,9,4
1174,10000,78,29
1175,10000,60,24
1176,10000,3,3
1177,10000,16,6
1178,10000,8,1
1179,10000,7,7
1180,10000,0,0
1181,10000,4,1
1182,10000,23,5
1183,10000,10,2
1184,10000,12,6
1185,10000,10,6
1186,10000,4,3
1187,10000,8,3
1188,10000,35,15
1189,10000,12,12
1190,10000,6,6
1191,10000,5,2
1192,10000,4,1
1193,10000,2,2
1194,10000,50,14
1195,10000,25,11
1196,10000,22,22
1197,10000,35,35
1198,10000,69,69
1199,10000,2,2
1200,10000,5,1
1201,10000,22,7
1202,10000,0,0
1203,10000,1,1
1204,10000,10,2
1205,10000,4,2
1206,10000,4,1
1207,10000,5,5
1208,10000,1,1
1209,10000,4,4
1210,10000,21,9
1211,10000,10,3
1212,10000,5,5
1213,10000,62,62
1214,10000,52,52
1215,10000,40,40
1216,10000,17,6
1217,10000,77,77
1218,10000,17,17
1219,10000,28,8
1220,10000,13,4
1221,10000,26,5
1222,10000,1,1
1223,10000,0,0
1224,10000,1,1
1225,10000,24,24
1226,10000,107,46
1227,10000,8,3
1228,10000,47,20
1229,10000,1,0
1230,10000,10,3
1231,10000,25,25
1232,10000,38,38
1233,10000,56,21
1234,10000,3,3
1235,10000,4,4
1236,10000,0,0
1237,10000,2,2
1238,10000,92,92
1239,10000,15,5
1240,10000,2,2
1241,10000,63,22
1242,10000,14,2
1243,10000,24,6
1244,10000,15,15
1245,10000,82,82
1246,10000,31,12
1247,10000,4,1
1248,10000,0,0
1249,10000,1,1
1250,10000,1,1
1251,10000,69,69
1252,10000,7,3
1253,10000,8,2
1254,10000,25,25
1255,10000,65,18
1256,10000,13,4
1257,10000,10,3
1258,10000,27,6
1259,10000,42,13
1260,10000,20,4
1261,10000,7,2
1262,10000,4,1
1263,10000,27,27
1264,10000,21,21
1265,10000,3,1
1266,10000,0,0
1267,10000,22,22
1268,10000,6,6
1269,10000,6,4
1270,10000,20,20
1271,10000,40,40
1272,10000,4,1
1273,10000,5,5
1274,10000,18,11
1275,10000,7,7
1276,10000,2,1
1277,10000,0,0
1278,10000,49,21
1279,10000,7,7
1280,10000,8,8
1281,10000,0,0
1282,10000,4,3
1283,10000,8,8
1284,10000,1,1
1285,10000,5,5
1286,10000,16,16
1287,10000,131,51
1288,10000,6,6
1289,10000,0,0
1290,10000,6,2
1291,10000,16,3
1292,10000,90,90
1293,10000,9,3
1294,10000,1,1
1295,10000,49,49
1296,10000,24,7
1297,10000,12,12
1298,10000,2,2
1299,10000,6,3
1300,10000,22,22
1301,10000,1,1
1302,10000,2,0
1303,10000,30,15
1304,10000,23,23
1305,10000,70,70
1306,10000,20,8
1307,10000,3,1
1308,10000,23,7
1309,10000,1,0
1310,10000,13,13
1311,10000,42,12
1312,10000,15,15
1313,10000,8,3
1314,10000,3,0
1315,10000,0,0
1316,10000,69,19
1317,10000,11,4
1318,10000,11,11
1319,10000,7,2
1320,10000,17,6
1321,10000,2,1
1322,10000,21,21
1323,10000,11,2
1324,10000,15,15
1325,10000,15,3
1326,10000,12,6
1327,10000,22,6
1328,10000,5,0
1329,10000,11,4
1330,10000,47,47
1331,10000,4,2
1332,10000,1,1
1333,10000,3,3
1334,10000,8,2
1335,10000,18,9
1336,10000,54,20
1337,10000,47,47
1338,10000,6,3
1339,10000,1,0
1340,10000,3,1
1341,10000,4,0
1342,10000,4,0
1343,10000,15,8
1344,10000,6,4
1345,10000,49,49
1346,10000,4,4
1347,10000,13,3
1348,10000,0,0
1349,10000,46,46
1350,10000,17,10
1351,10000,16,4
1352,10000,4,2
1353,10000,35,35
1354,10000,0,0
1355,10000,91,91
1356,10000,5,5
1357,10000,10,10
1358,10000,14,4
1359,10000,2,0
1360,10000,60,60
1361,10000,0,0
1362,10000,0,0
1363,10000,1,1
1364,10000,19,6
1365,10000,9,4
1366,10000,7,2
1367,10000,21,11
1368,10000,21,5
1369,10000,14,14
1370,10000,3,1
1371,10000,11,4
1372,10000,121,121
1373,10000,11,3
1374,10000,4,4
1375,10000,3,2
1376,10000,2,1
1377,10000,0,0
1378,10000,7,4
1379,10000,36,7
1380,10000,20,9
1381,10000,11,3
1382,10000,8,8
1383,10000,2,2
1384,10000,6,1
1385,10000,66,23
1386,10000,14,7
1387,10000,6,6
1388,10000,27,4
1389,10000,4,0
1390,10000,8,8
1391,10000,32,15
1392,10000,68,21
1393,10000,8,3
1394,10000,0,0
1395,10000,23,23
1396,10000,6,6
1397,10000,12,6
1398,10000,3,0
1399,10000,43,43
1400,10000,69,38
1401,10000,12,12
1402,10000,17,6
1403,10000,13,3
1404,10000,53,53
1405,10000,18,7
1406,10000,7,0
1407,10000,1,1
1408,10000,0,0
1409,10000,12,5
1410,10000,5,5
1411,10000,64,25
1412,10000,0,0
1413,10000,1,0
1414,10000,36,11
1415,10000,12,3
1416,10000,9,3
1417,10000,0,0
1418,10000,48,20
1419,10000,24,10
1420,10000,25,25
1421,10000,48,21
1422,10000,47,47
1423,10000,2,2
1424,10000,6,6
1425,10000,3,0
1426,10000,5,1
1427,10000,17,17
1428,10000,105,47
1429,10000,7,7
1430,10000,1,0
1431,10000,5,1
1432,10000,16,9
1433,10000,20,9
1434,10000,1,1
1435,10000,15,6
1436,10000,26,8
1437,10000,5,1
1438,10000,64,25
1439,10000,17,17
1440,10000,0,0
1441,10000,5,5
1442,10000,43,16
1443,10000,16,16
1444,10000,46,20
1445,10000,9,9
1446,10000,2,1
1447,10000,0,0
1448,10000,29,10
1449,10000,0,0
1450,10000,3,1
1451,10000,2,2
1452,10000,11,5
1453,10000,0,0
1454,10000,1,1
1455,10000,4,2
1456,10000,45,45
1457,10000,1,1
1458,10000,4,1
1459,10000,2,2
1460,10000,8,3
1461,10000,0,0
1462,10000,1,0
1463,10000,2,1
1464,10000,3,2
1465,10000,3,3
1466,10000,19,19
1467,10000,1,1
1468,10000,3,1
1469,10000,1,1
1470,10000,25,8
1471,10000,22,22
1472,10000,119,39
1473,10000,0,0
1474,10000,3,1
1475,10000,12,3
1476,10000,12,12
1477,10000,1,0
1478,10000,2,2
1479,10000,8,8
1480,10000,9,4
1481,10000,2,0
1482,10000,4,1
1483,10000,1,1
1484,10000,7,1
1485,10000,12,12
1486,10000,25,25
1487,10000,1,1
1488,10000,5,3
1489,10000,11,4
1490,10000,0,0
1491,10000,0,0
1492,10000,22,11
1493,10000,7,1
1494,10000,26,9
1495,10000,6,3
